988952	t	0.811419690234	0.188580309766	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch434_file211_strand.sm3Hdp.forward.tsv
989684	t	0.848527051282	0.151472948718	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch434_file211_strand.sm3Hdp.forward.tsv
988954	c	0.134770149599	0.865229850401	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch434_file211_strand.sm3Hdp.forward.tsv
989686	c	0.527191537084	0.472808462916	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch434_file211_strand.sm3Hdp.forward.tsv
2868863	t	0.915455169359	0.084544830641	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch426_file66_strand.sm3Hdp.forward.tsv
2873164	t	0.800535527171	0.199464472829	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch426_file66_strand.sm3Hdp.forward.tsv
2868865	c	0.803787964198	0.196212035802	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch426_file66_strand.sm3Hdp.forward.tsv
2873166	c	0.281642793224	0.718357206776	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch426_file66_strand.sm3Hdp.forward.tsv
1180676	t	0.173639959364	0.826360040636	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch128_file57_strand.sm3Hdp.backward.tsv
1180674	c	0.696814749768	0.303185250232	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch128_file57_strand.sm3Hdp.backward.tsv
1781574	t	0.26077858612	0.73922141388	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch281_file3_strand.sm3Hdp.backward.tsv
1781572	c	0.731591958755	0.268408041245	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch281_file3_strand.sm3Hdp.backward.tsv
374165	t	0.945841562449	0.054158437551	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch295_file48_strand.sm3Hdp.backward.tsv
374163	c	0.787493440213	0.212506559787	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch295_file48_strand.sm3Hdp.backward.tsv
1167946	t	0.232866107458	0.767133892542	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1169671	t	0.762778498883	0.237221501117	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1169681	t	0.773731065625	0.226268934375	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1170282	t	0.97013571232	0.0298642876805	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1167948	c	0.816859230068	0.183140769932	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1169673	c	0.92209242208	0.0779075779196	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1169683	c	0.489612912367	0.510387087633	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1170284	c	0.579412501095	0.420587498905	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch37_file20_strand.sm3Hdp.forward.tsv
1863195	t	0.532070628783	0.467929371217	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1865044	t	0.388702443772	0.611297556228	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1869844	t	0.393153217436	0.606846782564	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1870174	t	0.584496903061	0.415503096939	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1863193	c	0.188818175675	0.811181824325	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1865042	c	0.0648018510208	0.935198148979	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1869842	c	0.232741606963	0.767258393037	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
1870172	c	0.772282010701	0.227717989299	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch328_file98_strand.sm3Hdp.backward.tsv
2614849	t	0.885685678556	0.114314321444	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch471_file76_strand.sm3Hdp.backward.tsv
2614847	c	0.622999327505	0.377000672495	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch471_file76_strand.sm3Hdp.backward.tsv
628517	t	0.806233766781	0.193766233219	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch96_file55_strand.sm3Hdp.forward.tsv
628519	c	0.464342255458	0.535657744542	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch96_file55_strand.sm3Hdp.forward.tsv
2897064	t	0.846265063068	0.153734936932	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch255_file40_strand.sm3Hdp.forward.tsv
2897066	c	0.0	1.0	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch255_file40_strand.sm3Hdp.forward.tsv
2742540	t	0.816444746413	0.183555253587	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch399_file50_strand.sm3Hdp.backward.tsv
2744660	t	0.412866636331	0.587133363669	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch399_file50_strand.sm3Hdp.backward.tsv
2742538	c	0.517028616922	0.482971383078	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch399_file50_strand.sm3Hdp.backward.tsv
2744658	c	0.884177478766	0.115822521234	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch399_file50_strand.sm3Hdp.backward.tsv
1930081	t	0.514230554765	0.485769445235	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch180_file39_strand.sm3Hdp.forward.tsv
1930083	c	0.729668136835	0.270331863165	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_1459_1_ch180_file39_strand.sm3Hdp.forward.tsv
478764	t	0.522119512452	0.477880487548	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch160_file49_strand.sm3Hdp.backward.tsv
479103	t	0.210019772398	0.789980227602	0.0	nanopore2_Ecoli_K12_MG1655_PCR_20150928_3624_1_ch160_file49_strand.sm3Hdp.backward.tsv
